artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
Ludwig van Beethoven,"Symphony No.9 in D minor, Op.125 - ""Choral"": 2. Molto vivace",36.0,0.981,0.349,856053.0,0.268,0.882,D,0.0817,-17.238,Minor,0.0588,82.29700000000001,0.395,Classical
Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act III No. 19a, Pas de six: Act III In the Castle of Prince Siegfried: A Ball at the Castle: No. 19. Pas de six: I. Intrada: Moderato assai",31.0,0.887,0.406,152800.0,0.0133,0.0235,F,0.2319999999999999,-31.135,Major,0.0378,135.556,0.331,Classical
GALNERYUS,DESTINY,38.0,6.52e-05,0.233,464053.0,0.8590000000000001,0.000129,G#,0.17300000000000001,-4.357,Major,0.0518,184.082,0.0956,Classical
Carlo Domeniconi,"Minyo (Variations on a Japanese Folk Song), Op. 50d",29.0,0.9890000000000001,0.278,223320.0,0.0162,0.895,E,0.0856,-31.418000000000006,Minor,0.0557,76.04,0.157,Classical
Wolfgang Amadeus Mozart,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": IV. Molto allegro (Live)",29.0,0.873,0.349,693355.0,0.298,0.915,C,0.0796,-17.241,Major,0.0396,141.457,0.337,Classical
Franz Liszt,"Liszt: 3 Liebesträume S. 541: No. 3 in A-Flat Major, ""O lieb so lang' du lieben kannst""",44.0,0.99,0.26,303040.0,0.0172,0.897,G#,0.0943,-26.925,Major,0.0517,114.588,0.0494,Classical
Queensrÿche,Gonna Get Close To You - Remastered,31.0,0.34700000000000003,0.665,277427.0,0.9259999999999999,0.00229,D#,0.0709,-6.439,Major,0.0704,115.28399999999999,0.578,Classical
Pyotr Ilyich Tchaikovsky,"Valse-scherzo, Op. 34",32.0,0.981,0.3989999999999999,337893.0,0.11800000000000001,0.579,C,0.161,-19.047,Major,0.0522,83.913,0.207,Classical
Andrei Krylov,My Baby Lullaby (Relaxing Classical Guitar Music),28.0,0.9790000000000001,0.47600000000000003,86521.0,0.293,0.912,C,0.115,-19.02,Major,0.0521,108.31,0.204,Classical
,When the Devil Calls,43.0,0.000241,0.529,235957.0,0.851,0.000256,F#,0.114,-7.005,Major,0.0315,84.015,0.534,Classical
Franz Liszt,"Via Crucis, S. 53: Station VII. Jesus fällt zum zweiten Mal",14.0,0.9890000000000001,0.311,77427.0,0.0218,0.00215,G,0.0712,-22.905,Minor,0.0432,79.81,0.0369,Classical
Johann Sebastian Bach,"Keyboard Partita No. 5 in G Major, BWV 829: VI. Passepied",28.0,0.9690000000000001,0.537,124413.0,0.0313,0.9259999999999999,G,0.12,-30.717,Major,0.0459,75.013,0.715,Classical
Johann Sebastian Bach,"St. John Passion, BWV 245, Pt. 2: No. 25c, Pilatus antwortet",0.0,0.914,0.588,16316.0,0.165,0.0,D,0.233,-26.285999999999998,Major,0.237,104.678,0.0,Classical
Stuttgart Piano Trio,"Piano Trio No. 2 In E Flat Major, Op. 100, D. 929: II. Andante Con Moto",40.0,0.9840000000000001,0.304,521067.0,0.0271,0.24,C,0.0963,-21.342,Minor,0.0376,100.212,0.0827,Classical
DragonForce,Heroes Of Our Time,47.0,0.000109,0.139,433800.0,0.985,0.000678,D,0.384,-4.121,Major,0.17,200.00900000000001,0.29600000000000004,Classical
Ludwig van Beethoven,"Sonata No. 23 ""Appassionata"" in F Minor, Op. 57: I. Allegro assai",29.0,0.985,0.314,625107.0,0.1639999999999999,0.894,F,0.0834,-19.727999999999998,Minor,0.0422,111.51700000000001,0.0392,Classical
Guthrie Govan,The Blue Room,35.0,0.0117,0.584,134483.0,0.479,0.0050100000000000006,F,0.0415,-7.171,Major,0.0322,174.10299999999998,0.7170000000000001,Classical
Wolfgang Amadeus Mozart,"Clarinet Quintet in A Major, K. 581: III. Menuetto",0.0,0.9890000000000001,0.35200000000000004,328400.0,0.0395,0.4579999999999999,A,0.0701,-18.91,Major,0.0475,125.531,0.384,Classical
Ludwig van Beethoven,"Symphony No. 5 in C Minor, Op. 67: II. Andante con moto",30.0,0.9670000000000001,0.146,613867.0,0.0347,0.677,G#,0.0869,-18.247,Major,0.0421,,0.0452,Classical
Antonín Dvořák,"Dvorak: 4 Romantic Pieces, Op. 75, B. 150: I. Allegro moderato",47.0,0.9620000000000001,0.111,197847.0,0.0508,0.034,A#,0.124,-26.315,Major,0.0464,91.1,0.0796,Classical
Richard Strauss,"Idomeneo, TrV 262, Act I (After W.A. Mozart): In meinem tiefen Schmerze [Live]",2.0,0.971,0.293,167440.0,0.0805,0.0,D,0.4039999999999999,-23.808000000000003,Minor,0.0576,91.163,0.175,Classical
Johann Sebastian Bach,Violin Concerto BWV 1041 in A Minor: Violin Concerto BWV 1041 in A Minor: I.,35.0,0.799,0.40700000000000003,230040.0,0.282,0.0,G#,0.0721,-14.880999999999998,Minor,0.0373,,0.546,Classical
Johann Sebastian Bach,"Suites for Cello, Suite No. 1 in G Major BWV 1007: Gigue",31.0,0.985,0.583,131147.0,0.0764,0.889,G,0.14300000000000002,-21.221999999999998,Major,0.0922,123.132,0.536,Classical
Carl Philipp Emanuel Bach,"Solfeggio in C Minor, H. 220",0.0,0.9940000000000001,0.409,52280.0,0.29,0.775,F,0.136,-20.513,Minor,0.0556,81.563,0.2189999999999999,Classical
Johannes Brahms,"Symphony No. 3 in F Major, Op. 90: IV. Allegro - Un poco sostenuto (Live)",3.0,0.937,0.233,594600.0,0.133,0.599,F,0.715,-18.419,Major,0.0418,78.711,0.0782,Classical
Carl Maria von Weber,"Clarinet Concerto No. 1 in F Minor, Op. 73, J. 114: III. Rondo. Allegretto",0.0,0.973,0.41600000000000004,401000.0,0.0735,0.71,F,0.0781,-20.723000000000006,Major,0.0411,112.006,0.222,Classical
Wolfgang Amadeus Mozart,"Piano Sonata No. 8 in A Minor, K. 310/300d: I. Allegro maestoso",0.0,0.9890000000000001,0.311,350787.0,0.191,0.9329999999999999,A,0.121,-21.363000000000003,Minor,0.0348,128.184,0.336,Classical
Guthrie Govan,Jelly Bean,39.0,0.0015400000000000001,0.574,139115.0,0.596,0.649,D,0.105,-6.025,Major,0.0308,,0.47,Classical
Johann Sebastian Bach,"St. John Passion, BWV 245, Pt. 2: No. 26, In meines Herzens Grunde",15.0,0.988,0.226,60849.0,0.1159999999999999,0.629,D,0.1169999999999999,-19.682000000000002,Major,0.0465,119.96,0.1169999999999999,Classical
Anton Bruckner,"Symphony No. 4 in E-Flat Major, WAB 104, ""Romantic"": I. Bewegt, nicht zu schnell - Live",48.0,0.948,0.0704,1150160.0,0.0657,0.8740000000000001,G#,0.10800000000000001,-19.465999999999998,Major,0.0387,61.016999999999996,0.0361,Classical
Ali Akbar Khan,Sadra in Sankara Karan,31.0,0.932,0.451,404933.0,0.21100000000000002,0.00936,A#,0.10400000000000001,-14.272,Major,0.0705,165.625,0.235,Classical
Johann Sebastian Bach,"Suite No. 3 in C Major, BWV 1009: VII. Gigue",0.0,0.9690000000000001,0.444,200853.0,0.138,0.895,F#,0.145,-19.031,Major,0.0339,106.155,0.639,Classical
Pyotr Ilyich Tchaikovsky,"Nutcracker Suite, Op.71a, TH.35: Chinese Dance (Tea)",43.0,0.9390000000000001,0.517,74000.0,0.145,0.664,F,0.0834,-25.958000000000002,Major,0.0486,113.022,0.807,Classical
Sergei Prokofiev,"Symphony No. 1 in D Major, Op. 25 - ""Classical"": III. Gavotta, Non troppo allegro",24.0,0.977,0.544,,0.023,0.88,D,0.0756,-21.541999999999998,Major,0.0432,128.063,0.1159999999999999,Classical
George Frideric Handel,"Music for the Royal Fireworks, HWV 351: La Paix",33.0,0.9790000000000001,0.254,197933.0,0.0163,0.1009999999999999,D,0.0872,-28.818,Major,0.0451,,0.18,Classical
Arthur Rubinstein,El Albaicin from Iberia,41.0,0.986,0.35700000000000004,423000.0,0.0966,0.862,A#,0.0885,-22.000999999999998,Minor,0.0448,87.456,0.109,Classical
Fernando Sor,"24 Studies, Op. 35, ""Exercises"": Study No. 17 in D Major",34.0,0.9940000000000001,0.282,104733.0,0.018000000000000002,0.948,D,0.0865,-30.0,Major,0.065,79.036,0.542,Classical
Wolfgang Amadeus Mozart,"Die Zauberflöte, K. 620, Act II: Tamino mein! (Live)",0.0,0.963,0.2189999999999999,228427.0,0.0492,2.54e-06,F,0.0985,-26.261,Major,0.0545,75.486,0.1009999999999999,Classical
DragonForce,Reaching into Infinity,29.0,0.0944,0.414,85573.0,0.5820000000000001,0.753,G,0.304,-11.324000000000002,Minor,0.0367,130.026,0.0368,Classical
Henry Purcell,"Purcell: Trumpet Sonata in D Major, Z. 850: II. Adagio",35.0,0.82,0.22,,0.0245,0.00295,A#,0.0931,-26.241999999999997,Minor,0.0518,96.55,0.0547,Classical
Running Wild,Riding the Storm,42.0,1.84e-05,0.295,387733.0,0.9740000000000001,0.728,D,0.175,-4.098,Minor,0.0844,150.259,0.201,Classical
Carl Orff,"Carmina Burana, I. Primo vere (Version for Soloists, Choruses, 2 Pianos & Perc.): Veris leta facies",0.0,0.972,0.304,244280.0,0.00365,0.000286,D,0.1369999999999999,-37.196,Major,0.0515,34.469,0.16,Classical
Domenico Scarlatti,"Sonata in A Minor, K 59 (L 241)",54.0,0.9940000000000001,0.31,244093.0,0.156,0.879,A,0.0894,-22.46,Minor,0.0411,87.92200000000001,0.3779999999999999,Classical
Chris Thile,Watch 'At Breakdown,24.0,0.945,0.326,254227.0,0.47,0.883,G,0.13,-12.898,Major,0.032,152.632,0.5589999999999999,Classical
Maurice Ravel,Ravel : Bolero,35.0,0.7829999999999999,0.354,948787.0,0.0487,0.484,F,0.284,-24.568,Major,0.0323,64.12,0.253,Classical
Johann Sebastian Bach,"Suite No. 6 in D Major, BWV 1012: I. Prélude",0.0,0.978,0.306,295160.0,0.124,0.17600000000000002,C#,0.127,-18.52,Major,0.0601,93.40100000000001,0.457,Classical
Andy James,Shattered and Broken,33.0,0.000154,0.37,274248.0,0.91,0.17300000000000001,C,0.0983,-3.407,Major,0.0674,,0.242,Classical
Astor Piazzolla,Ave Maria (Arr. for Cello & Piano),34.0,0.986,0.15,289000.0,0.0348,0.956,C,0.106,-26.174,Major,0.0374,83.82700000000001,0.0339,Classical
Trans-Siberian Orchestra,Moonlight And Madness,23.0,0.0224,0.35200000000000004,305960.0,0.5379999999999999,0.885,G#,0.133,-9.077,Minor,0.037000000000000005,145.04,0.17,Classical
Jóhann Jóhannsson,Starling,33.0,0.9159999999999999,0.213,135067.0,0.00744,0.9109999999999999,D#,0.109,-30.909000000000002,Minor,0.04,,0.0383,Classical
Trans-Siberian Orchestra,First Snow - Instrumental,32.0,0.00225,0.547,232667.0,0.5710000000000001,0.895,D,0.105,-10.847999999999999,Major,0.0384,130.806,0.168,Classical
Georges Bizet,"Les Pecheurs des Perles / Act 1: ""Au fond du temple saint""",26.0,0.988,0.233,324914.0,0.243,0.0967,D#,0.0917,-15.923,Major,0.0429,130.56,0.0752,Classical
Johann Sebastian Bach,"Violin Concerto No.1 in A minor, BWV 1041: 1. (Allegro moderato) (Transcr. for Mandolin and Orchestra by Avi Avital)",27.0,0.7929999999999999,0.596,214867.0,0.374,0.0049700000000000005,A,0.121,-16.534000000000002,Minor,0.0328,,0.728,Classical
Frédéric Chopin,Chopin : Nocturne No.21 in C minor Op. posth.,39.0,0.993,0.38,225267.0,0.00921,0.902,F,0.0852,-32.795,Minor,0.0422,63.037,0.149,Classical
Philip Glass,Etude No. 9,37.0,0.99,0.289,211267.0,0.25,0.882,F,0.1119999999999999,-20.109,Minor,0.0372,144.783,0.039,Classical
Max Bruch,"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",40.0,0.873,0.259,473893.0,0.0963,0.5589999999999999,C,0.0861,-21.401999999999997,Minor,0.0431,116.286,0.0499,Classical
Franz Liszt,Sueño De Amor,39.0,0.992,0.28600000000000003,,0.0603,0.907,G#,0.106,-19.291,Major,0.0392,182.593,0.0567,Classical
Pyotr Ilyich Tchaikovsky,"The Sleeping Beauty, Ballet Suite, Op. 66a: II. Adagio - Pas d'action",38.0,0.895,0.187,391337.0,0.204,0.885,D#,0.0859,-16.761,Major,0.0374,142.19,0.0605,Classical
Johannes Brahms,"Piano Concerto No. 2 in B-Flat Major, Op. 83: II. Allegro appassionato",0.0,0.985,0.34600000000000003,529027.0,0.195,0.888,D,0.155,-15.925,Minor,0.0332,107.01799999999999,0.11800000000000001,Classical
Antonio Vivaldi,I. Allegro,31.0,0.851,0.379,196933.0,0.1689999999999999,0.648,E,0.1669999999999999,-15.698,Major,0.0577,207.863,0.218,Classical
Ludwig van Beethoven,"Piano Sonata No. 28 in A Major, Op. 101: I. Etwas lebhaft, mit der innigsten Empfindung (Allegretto, ma non troppo)",34.0,0.9940000000000001,0.396,267787.0,0.00854,0.9279999999999999,E,0.084,-30.096,Major,0.0768,,0.0774,Classical
Andrea Bocelli,Caro gesu bambino,31.0,0.948,0.405,101770.0,0.193,1.6e-05,G,0.141,-11.495999999999999,Major,0.0417,49.552,0.183,Classical
Georg Philipp Telemann,"Sonata for Violin and Basso Continuo in G Major, TWV 41:G1: II. Allegro",39.0,0.852,0.48700000000000004,152120.0,0.35,0.00633,F#,0.272,-11.519,Major,0.0347,116.21600000000001,0.653,Classical
Liquid Tension Experiment,Another Dimension,34.0,0.00373,0.3,590507.0,0.902,0.862,A,0.109,-6.117000000000001,Major,0.0683,110.744,0.39,Classical
Johann Strauss II,"J. Strauss II: An der schönen blauen Donau, Op.314",34.0,0.98,0.263,217547.0,0.157,0.919,D,0.102,-16.965,Major,0.0369,187.28599999999997,0.24600000000000002,Classical
Johann Sebastian Bach,"Suites for Cello, Suite No. 3 in C major BWV 1009: Sarabande",30.0,0.971,0.201,,0.0254,0.9359999999999999,C,0.0916,-26.513,Major,0.0462,133.774,0.0449,Classical
Gabriel Fauré,"Fauré: Pelléas et Mélisande, Op. 80: III. Sicilienne (Arr. Robilliard)",41.0,0.914,0.175,241213.0,0.00809,0.856,D#,0.129,-32.625,Major,0.0429,74.085,0.098,Classical
Aaron Copland,Grohg: IV. Dance of the Street-Walker,0.0,0.878,0.451,271120.0,0.217,0.679,B,0.5870000000000001,-14.572000000000001,Minor,0.0461,133.453,0.16,Classical
Franz Schubert,"4 Impromptus, D. 899, Op. 90: No. 3 in G-Flat Major. Andante",50.0,0.9940000000000001,0.201,364440.0,0.0154,0.9109999999999999,F#,0.0805,-31.691,Major,0.0376,67.91,0.0507,Classical
Wolfgang Amadeus Mozart,"Piano Concerto In D Minor, K. 466, 2nd Movement",22.0,0.99,0.207,594600.0,0.0284,0.898,A#,0.0819,-26.789,Major,0.033,80.241,0.122,Classical
Giuseppe Verdi,"Aida / Act 1: ""Celeste Aida""",39.0,0.9390000000000001,0.326,,0.156,0.0,A#,0.1169999999999999,-16.366,Major,0.0461,113.255,0.162,Classical
Georg Philipp Telemann,"12 Fantaisies, No. 6 in G Major, TWV 40:31: III. Spirituoso",9.0,0.948,0.40700000000000003,72373.0,0.0998,0.9520000000000001,F#,0.14,-21.835,Major,0.0567,112.87700000000001,0.708,Classical
Peter Schmalfuss,"Nocturnes, op.37/1 in G minor",26.0,0.996,0.478,382359.0,0.00882,0.955,D#,0.0717,-28.497,Major,0.0514,67.564,0.242,Classical
Luigi Boccherini,"Symphony in C Major, G. 523: III. Allegro",42.0,0.977,0.358,387427.0,0.0441,0.871,C,0.105,-21.956999999999997,Major,0.0417,114.818,0.23800000000000002,Classical
Rhapsody Of Fire,March Against the Tyrant,47.0,0.0043799999999999,0.434,562693.0,0.884,0.000676,G,0.27,-6.3420000000000005,Major,0.0687,89.96700000000001,0.21600000000000003,Classical
Snorri Hallgrímsson,Still Life - Instrumental Version,26.0,0.973,0.18,243261.0,0.0596,0.9740000000000001,F,0.0858,-23.017,Minor,0.0371,111.971,0.0392,Classical
Josef Mysliveček,"Overtures For 2 Horns, 2 Oboes And Strings / Overture No.2 In A: 2. Andante",24.0,0.855,0.317,158000.0,0.0533,0.313,B,0.0968,-24.276,Minor,0.0351,101.40799999999999,0.1169999999999999,Classical
Jonny Greenwood,Get Thee Behind Me Satan - feat. Ella Fitzgerald,29.0,0.977,0.258,225267.0,0.114,2.96e-06,F,0.185,-15.564,Major,0.0322,,0.0975,Classical
Pyotr Ilyich Tchaikovsky,"The Nutcracker Suite, Op. 71a: VIII. Waltz of the Flowers",25.0,0.9690000000000001,0.2289999999999999,405000.0,0.11900000000000001,0.843,D,0.0529,-20.329,Major,0.036000000000000004,94.818,0.0887,Classical
Wolfgang Amadeus Mozart,"Die Entführung aus dem Serail, K. 384, Act I: Ach ich liebte, war so glücklich",18.0,0.975,0.377,328667.0,0.0969,0.000466,A#,0.68,-23.737,Major,0.0735,117.68,0.159,Classical
Johann Sebastian Bach,"Cello Suite No. 6 in D Major, BWV 1012: I. Prélude",35.0,0.982,0.293,251680.0,0.177,0.628,D,0.12,-18.692,Major,0.0604,,0.733,Classical
Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. II, Scène V - ""Ô pure émotion!""",0.0,0.96,0.3989999999999999,146693.0,0.142,5.91e-06,E,0.7290000000000001,-26.858,Major,0.134,114.98200000000001,0.14400000000000002,Classical
Giuseppe Verdi,"Macbeth, Act I: Nel di della vittoria io le incontrai ... Ambizioso spirito ... Vieni! t'affretta! (Live)",0.0,0.958,0.263,,0.222,4.29e-06,E,0.713,-19.372,Major,0.131,,0.0942,Classical
Steve Reich,Nagoya Marimba,33.0,0.992,0.528,275800.0,0.2319999999999999,0.95,A,0.0888,-22.898000000000003,Minor,0.0827,105.66,0.789,Classical
Ludwig van Beethoven,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": IV. Thunderstorm: Allegro",28.0,0.861,0.242,215253.0,0.152,0.8320000000000001,F,0.146,-20.714000000000002,Major,0.0392,89.962,0.121,Classical
Antonín Dvořák,"Symphony No.9 in E minor, Op.95 ""From the New World"": 2.Largo",27.0,0.9359999999999999,0.0809,335813.0,0.00728,0.966,C#,0.0745,-32.324,Major,0.0387,70.062,0.0371,Classical
Allen Lande,Down from the Mountain,30.0,0.000475,0.374,,0.982,0.0586,A,0.254,-3.748,Minor,0.0757,179.86,0.3379999999999999,Classical
Montserrat Caballé,The Golden Boy,26.0,0.7440000000000001,0.315,364800.0,0.36200000000000004,1.32e-06,C#,0.0964,-11.689,Major,0.0337,79.623,0.218,Classical
Richard Strauss,"Arabella, Op. 79, TrV 263, Act I: Mein Elemer! (Live)",0.0,0.9420000000000001,0.111,589227.0,0.155,0.000373,C#,0.42100000000000004,-20.425,Major,0.0565,,0.0391,Classical
,Mozart : Sonata for Piano Duet in D major K448 : I Allegro con spirito,33.0,0.99,0.3929999999999999,,0.1119999999999999,0.924,A,0.12300000000000001,-24.031,Major,0.0348,139.968,0.48700000000000004,Classical
Akira Kosemura,Between The Trees,40.0,0.992,0.4039999999999999,209000.0,0.24,0.925,A,0.0961,-20.537,Minor,0.032,,0.389,Classical
Ludwig van Beethoven,"Fidelio, Op. 72, Act I: Ha! Welch ein Augenblick! (Live)",0.0,0.909,0.374,,0.2269999999999999,6.9e-05,A#,0.6859999999999999,-18.719,Major,0.0579,78.236,0.264,Classical
Dave Brubeck,It'S A Raggy Waltz,32.0,0.675,0.462,311640.0,0.41,0.0164,G#,0.131,-13.3,Major,0.0409,166.28,0.684,Classical
Hildur Guðnadóttir,Strokur,37.0,0.9490000000000001,0.149,,0.0312,0.639,D,0.1,-18.95,Minor,0.0469,78.744,0.0376,Classical
London Philharmonic Orchestra,Ocean of Dreams 2 - Flute,31.0,0.955,0.165,313573.0,0.214,0.9159999999999999,A#,0.161,-17.417,Major,0.0384,143.333,0.0466,Classical
Eleni Karaindrou,To Vals Tou Gamou,37.0,0.8740000000000001,0.1989999999999999,198680.0,0.0852,0.0219,F#,0.20800000000000002,-26.533,Minor,0.0385,185.57,0.35,Classical
Ludwig van Beethoven,"Symphony No. 2 in D Major, Op. 36: I. Adagio molto - Allegro molto (Live)",0.0,0.915,0.28300000000000003,595667.0,0.083,0.405,D,0.109,-20.823,Major,0.0319,97.664,0.1689999999999999,Classical
Franz Liszt,"6 Consolations, S. 172 : No. 3 in D flat major (Lento, placido)",33.0,0.992,0.316,254947.0,0.0036,0.861,C#,0.132,-36.713,Major,0.0347,,0.0997,Classical
,"12 Violin Concertos, Op.8 ""Il cimento dell'armonia e dell' invenzione"" / Concerto No. 3 in F Major for solo violin, ""L'Autunno"" - RV293: 1. Allegro",35.0,0.875,0.43200000000000005,301720.0,0.154,0.0906,F,0.121,-17.146,Major,0.0426,,0.252,Classical
Ludwig van Beethoven,"Symphony No. 4 in B-Flat Major, Op. 60: II. Adagio",41.0,0.9329999999999999,0.21100000000000002,582387.0,0.00727,0.2289999999999999,D#,0.0934,-25.978,Major,0.0386,130.569,0.077,Classical
Franz Schubert,"Symphony No.5 In B Flat, D.485: 1. Allegro",28.0,0.971,0.373,347974.0,0.171,0.903,A#,0.10300000000000001,-16.961,Major,0.033,108.20299999999999,0.28600000000000003,Classical
Luigi Boccherini,"String Quintet in E Major, G. 275: III. Minuetto (arr. for violin and piano)",30.0,0.992,0.565,210147.0,0.1169999999999999,0.254,A,0.138,-16.613,Major,0.0479,101.936,0.5760000000000001,Classical
Antonín Dvořák,"String Quartet No. 12 in F Major, Op. 96 'The American': IV. Vivace",28.0,0.8440000000000001,0.281,334480.0,0.0732,0.613,C,0.11800000000000001,-19.596,Major,0.0415,78.03699999999999,0.259,Classical
Andrea Bocelli,Voglio restare cosi,33.0,0.77,0.17800000000000002,234893.0,0.264,0.6940000000000001,A,0.11,-13.762,Major,0.0361,79.282,0.0571,Classical
Ludwig van Beethoven,ベートーヴェン:ピアノ・ソナタ 第8番 ハ短調 作品13《悲愴》 - II. ADAGIO CANTABILE,48.0,0.995,0.376,312573.0,0.00473,0.917,G#,0.106,-31.879,Major,0.0543,66.626,0.1009999999999999,Classical
Johann Sebastian Bach,"The Well-Tempered Clavier, Book I: Fugue No. 3 in C-Sharp Major, BWV 848",44.0,0.9940000000000001,0.3929999999999999,128067.0,0.2019999999999999,0.914,C#,0.113,-26.308000000000003,Major,0.0341,107.57799999999999,0.868,Classical
Johannes Brahms,"Wiegenlied, Op.49, No.4",32.0,0.991,0.0936,148000.0,0.0114,0.95,F,0.0578,-33.071999999999996,Major,0.0522,164.88,0.0544,Classical
Will Todd,The Lord is My Shepherd,28.0,0.937,0.1159999999999999,288987.0,0.17,0.74,D#,0.105,-21.078000000000007,Major,0.0436,80.372,0.0386,Classical
Igor Stravinsky,The Firebird Suite: VII. Finale,41.0,0.711,0.159,178400.0,0.218,0.8059999999999999,B,0.0671,-15.482000000000001,Major,0.032,,0.111,Classical
Pyotr Ilyich Tchaikovsky,"Swan Lake, Ballet Suite, Op. 20: I. Scène (Lake in the Moonlight)",45.0,0.919,0.0786,185440.0,0.2269999999999999,0.924,E,0.138,-16.041,Minor,0.0409999999999999,69.884,0.0559999999999999,Classical
,"Symphony No. 3 in C Minor, Op. 78, R. 176 ""Organ Symphony"": IIb. Maestoso - Allegro",33.0,0.785,0.243,485507.0,0.155,0.846,C,0.0978,-20.238,Major,0.0341,99.189,0.105,Classical
Agustín Barrios Mangoré,Estudio del ligado in D Minor,0.0,0.983,0.114,102933.0,0.0288,0.8029999999999999,D,0.0958,-38.839,Minor,0.0536,,0.1969999999999999,Classical
Frédéric Chopin,"Chopin: Berceuse in D Flat Major, Op. 57",45.0,0.981,0.2189999999999999,248613.0,0.0323,0.946,C#,0.127,-31.578000000000007,Major,0.0431,,0.0605,Classical
Edvard Grieg,"Piano Sonata in E minor, Op.7 : 2. Andante molto",24.0,0.992,0.335,228493.0,0.0187,0.8740000000000001,C,0.063,-26.991,Major,0.0422,69.889,0.0602,Classical
Franz Liszt,"Nuages gris, S.199",22.0,0.991,0.332,182707.0,0.0009,0.9620000000000001,A#,0.111,-40.008,Major,0.0468,,0.152,Classical
,"Maurerische Trauermusik, K 477",51.0,0.963,0.162,322827.0,0.0258,0.826,C,0.129,-20.923000000000002,Major,0.0343,131.403,0.0355,Classical
Andrei Krylov,Irish Dance,28.0,0.91,0.552,120050.0,0.218,0.643,D#,0.08900000000000001,-16.875,Minor,0.0481,144.07,0.1669999999999999,Classical
London Philharmonic Orchestra,Mars,32.0,0.862,0.304,164040.0,0.371,0.912,D,0.615,-15.422,Minor,0.0564,71.96,0.0771,Classical
,More Than Words,32.0,0.975,0.44,,0.23600000000000002,0.883,G,0.187,-13.204,Major,0.0297,102.115,0.233,Classical
Eric Whitacre,Hurt,39.0,0.9890000000000001,0.106,427680.0,0.0547,0.00902,B,0.11900000000000001,-20.825,Minor,0.042,65.758,0.0358,Classical
Howard Shore,Minas Morgul,41.0,0.363,0.115,118000.0,0.2739999999999999,0.8590000000000001,E,0.376,-17.094,Minor,0.0383,168.459,0.138,Classical
Gustav Mahler,"Songs from ""Des Knaben Wunderhorn"": 12. Der Tamboursg'sell",2.0,0.98,0.226,368720.0,0.255,0.507,C,0.3229999999999999,-15.72,Minor,0.0491,92.521,0.11900000000000001,Classical
Philip Glass,Distant Figure Passacaglia,30.0,0.985,0.204,830703.0,0.066,0.885,F,0.0726,-24.892,Major,0.0362,130.554,0.0325,Classical
Erik Satie,"Pièces froides: II. Airs à faire fuir, Modestement",45.0,0.995,0.493,,0.00885,0.856,G,0.0875,-34.260999999999996,Major,0.0795,73.332,0.201,Classical
William Boyce,Symphony No.5 in D Major: 1. Allegro ma non troppo - Allegro assai,47.0,0.878,0.455,246160.0,0.20800000000000002,0.626,C#,0.0841,-15.918,Major,0.0425,131.091,0.3979999999999999,Classical
William Duckworth,Times Curve Prelude No. 17,36.0,0.996,0.43700000000000006,149773.0,0.0174,0.9259999999999999,C#,0.102,-31.956,Major,0.0523,121.345,0.159,Classical
Richard Danielpour,The Last Jew in Hamadan: II. Adagietto e triste (Live),0.0,0.9740000000000001,0.0974,,0.0109,0.6409999999999999,C,0.0816,-28.445,Major,0.0471,79.033,0.0354,Classical
,"Bach, JS : Well-Tempered Clavier Book 1 : Prelude No.2 in C minor BWV847",37.0,0.9940000000000001,0.295,,0.14800000000000002,0.86,C,0.0889,-22.730999999999998,Minor,0.0361,68.20100000000001,0.163,Classical
Anne Sofie von Otter,For No One,38.0,0.889,0.593,121600.0,0.1689999999999999,0.00010800000000000001,G,0.10400000000000001,-15.879000000000001,Minor,0.0657,81.63,0.41100000000000003,Classical
Antonio Vivaldi,"Vivaldi: Violin Concerto in F Major, RV 293, ""L'autunno"" (from ""Il cimento dell'armonia e dell'inventione"", Op. 8, No. 3): I. Allegro",53.0,0.875,0.47700000000000004,,0.141,0.774,F,0.192,-20.308,Major,0.0537,,0.172,Classical
Maria Theresia von Paradis,Sicilienne In E Flat Major - Arr. Hazell,47.0,0.915,0.0954,203227.0,0.0987,0.8959999999999999,D#,0.105,-26.176,Major,0.0513,,0.0904,Classical
Philip Glass,Opening From Glasswork,31.0,0.976,0.213,404947.0,0.11,0.777,C,0.1119999999999999,-21.988000000000003,Minor,0.036000000000000004,134.987,0.0667,Classical
Wolfgang Amadeus Mozart,Piano Sonata No. 12 in F Major K 332: II. Adagio - Live,27.0,0.9940000000000001,0.4379999999999999,342855.0,0.00606,0.9309999999999999,A#,0.094,-34.708,Major,0.0422,61.869,0.24100000000000002,Classical
Giovanni Battista Sammartini,III. Allegro,0.0,0.938,0.555,127107.0,0.0961,0.0119,E,0.163,-20.021,Major,0.0512,121.25,0.5660000000000001,Classical
Franz Liszt,"Liebestraum No.3 in A flat, S.541 No.3",33.0,0.988,0.35700000000000004,,0.0287,0.868,G#,0.0987,-26.103,Major,0.0393,131.107,0.0376,Classical
